Task_Record_ID,Task_Length_MI,Task_Priority,Task_Dependency_Level,Task_Arrival_Time,CPU_Utilization,Memory_Usage,Queue_Length,Node_Trust_Score,Node_Processing_Speed_MIPS,System_Load_Level,Execution_Environment,Assigned_Node
TASK_1513,3996,1,1,2421.07,82.99,65.78,6,0.764,18868,High,Edge,4
TASK_1514,1278,1,1,318.01,19.99,50.7,14,0.638,16150,High,Edge,1
TASK_1515,713,5,0,2758.44,76.78,89.53,17,0.932,18074,High,Cloud,3
TASK_1516,4262,1,4,4205.48,67.25,69.67,17,0.804,7125,Low,Edge,5
TASK_1517,7231,4,4,4984.25,19.78,86.44,9,0.5,10204,Medium,Cloud,2
TASK_1518,3617,5,4,2151.72,69.06,77.62,17,0.903,3347,High,Edge,3
TASK_1519,6291,1,1,1601.49,47.53,82.72,0,0.665,15743,Low,Cloud,5
TASK_1520,9283,2,0,4533.27,90.32,76.08,6,0.66,4708,Medium,Edge,3
TASK_1521,3220,5,2,956.21,22.04,49.44,2,0.692,11114,Medium,Cloud,4
TASK_1522,9405,5,1,3077.14,64.64,33.88,13,0.815,1637,Low,Cloud,2
TASK_1523,9627,4,1,2028.57,42.47,42.77,11,0.721,6866,Low,Edge,2
TASK_1524,6547,3,0,205.41,91.33,16.52,13,0.814,4008,Low,Edge,1
TASK_1525,8532,3,3,1736.44,38.05,54.3,3,0.573,17251,Low,Cloud,4
TASK_1526,501,4,1,1326.14,91.79,52.88,12,0.985,6600,Medium,Cloud,1
TASK_1527,6868,4,3,3430.46,86.63,54.39,15,0.865,12649,Low,Hybrid,1
TASK_1528,2449,4,3,4743.95,32.98,88.05,15,0.625,12366,Low,Edge,4
TASK_1529,7232,3,4,1340.24,78.3,83.36,4,0.862,12880,High,Cloud,5
TASK_1530,8333,4,0,4057.33,94.63,27.13,19,0.788,18783,Medium,Edge,1
TASK_1531,1417,1,3,276.8,31.48,42.67,5,0.555,18889,Medium,Edge,3
TASK_1532,3674,5,0,2690.61,47.13,46.8,5,0.589,9441,High,Cloud,5
TASK_1533,7514,5,4,352.75,54.22,42.04,17,0.521,6320,High,Edge,4
TASK_1534,589,2,0,4670.16,35.07,74.89,5,0.905,9727,Low,Hybrid,2
TASK_1535,2209,2,1,3831.76,11.3,54.3,6,0.776,12724,Medium,Edge,5
TASK_1536,3541,5,3,3289.75,28.71,57.91,15,0.658,7443,Medium,Cloud,1
TASK_1537,605,1,0,4119.48,33.96,78.98,8,0.563,14394,Medium,Hybrid,3
TASK_1538,9578,3,2,3237.6,47.71,75.44,12,0.742,7952,High,Cloud,4
TASK_1539,9119,3,0,4844.72,24.54,24.92,11,0.763,9649,High,Hybrid,2
TASK_1540,2395,1,3,3569.79,84.23,68.54,18,0.851,4369,High,Cloud,3
TASK_1541,6590,3,4,4623.29,69.92,47.66,0,0.985,8983,Low,Edge,2
TASK_1542,9008,4,4,2585.66,17.24,37.1,7,0.717,12888,Low,Edge,4
TASK_1543,6582,5,3,585.32,65.26,18.75,3,0.703,6635,High,Cloud,5
TASK_1544,1134,5,1,2640.89,65.56,51.54,18,0.685,5069,Medium,Edge,1
TASK_1545,2425,1,1,634.36,91.28,41.66,4,0.913,7251,Low,Edge,4
TASK_1546,2556,3,4,2962.47,10.26,33.86,16,0.578,12579,High,Cloud,3
TASK_1547,7417,2,4,2412.47,31.07,67.1,2,0.672,6737,Low,Edge,5
TASK_1548,3644,2,3,3112.88,88.86,72.71,18,0.862,10439,Low,Edge,2
TASK_1549,1052,3,1,50.23,89.23,33.36,0,0.508,3573,High,Cloud,5
TASK_1550,9407,2,4,974.2,71.25,18.71,0,0.645,1125,Low,Hybrid,5
TASK_1551,5883,1,1,2456.65,75.09,78.66,19,0.821,10421,Low,Hybrid,3
TASK_1552,4411,1,4,4752.52,17.78,15.75,8,0.593,12403,Low,Cloud,1
TASK_1553,3889,3,0,1918.05,53.68,85.28,4,0.651,2306,Medium,Edge,5
TASK_1554,9799,2,2,2121.86,29.68,62.07,6,0.743,3101,Low,Cloud,5
TASK_1555,8942,1,0,3573.48,25.4,39.14,5,0.711,15681,Medium,Edge,1
TASK_1556,2930,1,4,3018.96,78.88,33.49,16,0.553,1135,Medium,Hybrid,1
TASK_1557,958,4,2,1494.63,21.48,15.68,16,0.969,8311,High,Cloud,2
TASK_1558,707,4,2,2054.08,49.84,32.66,12,0.522,18843,Low,Hybrid,2
TASK_1559,1399,1,4,1088.5,89.78,25.33,11,0.875,1812,High,Edge,1
TASK_1560,521,3,4,4830.11,25.8,60.91,3,0.536,11130,Low,Cloud,4
TASK_1561,9101,5,1,653.17,93.13,27.49,7,0.734,18254,Medium,Hybrid,1
TASK_1562,1394,5,4,1859.18,94.51,54.65,4,0.588,16227,Medium,Edge,2
TASK_1563,1014,1,3,129.19,57.23,59.26,4,0.571,14760,Low,Edge,3
TASK_1564,7794,1,4,1108.9,24.46,37.35,12,0.563,9826,High,Edge,3
TASK_1565,5404,1,3,3902.36,36.87,17.63,10,0.726,14939,Low,Cloud,5
TASK_1566,8367,3,4,1005.88,46.08,17.79,7,0.758,1668,Low,Cloud,3
TASK_1567,4609,4,1,400.32,36.29,16.98,7,0.567,18677,Medium,Hybrid,2
TASK_1568,7679,1,3,2372.27,33.85,70.43,0,0.99,9460,Medium,Edge,3
TASK_1569,2060,1,0,49.85,92.64,38.85,12,0.629,9673,Low,Hybrid,4
TASK_1570,1766,2,3,423.83,23.04,74.72,4,0.729,4390,Low,Cloud,1
TASK_1571,4138,3,1,4038.13,72.33,47.38,7,0.608,10453,Low,Edge,1
TASK_1572,9441,1,3,3857.37,10.03,48.97,16,0.747,16904,Medium,Hybrid,2
TASK_1573,3927,2,4,4575.69,60.68,53.47,12,0.878,16396,Medium,Cloud,5
TASK_1574,5280,5,4,4272.58,87.86,68.48,8,0.761,5334,Low,Cloud,1
TASK_1575,2427,1,1,3415.88,34.47,35.51,1,0.643,17285,Low,Edge,3
TASK_1576,2856,1,2,261.66,25.77,24.12,18,0.624,3235,Medium,Cloud,4
TASK_1577,5290,2,4,3914.24,65.39,56.7,19,0.879,6019,High,Cloud,5
TASK_1578,806,3,0,4227.55,70.57,39.52,16,0.559,19961,High,Hybrid,5
TASK_1579,8479,1,1,3995.41,68.48,48.19,6,0.685,1675,High,Hybrid,5
TASK_1580,4165,5,3,2542.4,37.14,63.52,2,0.576,19823,Low,Edge,1
TASK_1581,7557,1,3,1164.51,31.44,52.06,18,0.629,10873,High,Edge,5
TASK_1582,1161,5,0,4226.65,91.25,61.52,18,0.576,6587,Medium,Hybrid,2
TASK_1583,5144,4,4,3635.81,88.48,55.82,8,0.943,6945,High,Edge,3
TASK_1584,9003,4,1,4903.81,48.87,70.48,9,0.866,5767,Low,Cloud,4
TASK_1585,3420,5,0,778.46,81.93,67.95,13,0.78,8004,Medium,Cloud,3
TASK_1586,9774,3,4,1128.32,48.45,55.06,17,0.612,8728,Medium,Cloud,2
TASK_1587,9446,1,1,1058.99,46.07,65.92,14,0.755,7609,Medium,Cloud,2
TASK_1588,6736,1,3,3962.7,23.32,80.52,0,0.76,8131,High,Cloud,3
TASK_1589,6578,4,1,934.54,46.24,47.42,5,0.795,18696,High,Cloud,1
TASK_1590,852,5,2,333.3,55.68,45.96,14,0.53,5099,High,Cloud,2
TASK_1591,9594,1,1,4992.8,11.91,72.32,5,0.986,19038,Medium,Cloud,5
TASK_1592,7505,1,2,124.09,47.75,58.69,17,0.733,16859,Medium,Edge,4
TASK_1593,658,3,1,4176.22,76.42,20.33,0,0.963,16582,Low,Cloud,4
TASK_1594,1456,2,2,1826.83,67.8,81.91,2,0.505,18669,High,Edge,2
TASK_1595,2571,4,3,4208.08,63.99,17.31,16,0.624,12639,Medium,Cloud,5
TASK_1596,9095,4,4,2773.1,87.31,71.13,15,0.552,6180,High,Hybrid,3
TASK_1597,3953,2,2,4508.16,11.53,71.91,7,0.885,18763,Medium,Hybrid,4
TASK_1598,7175,1,2,4630.96,57.35,86.48,16,0.66,17192,Medium,Edge,5
TASK_1599,1455,3,3,45.49,76.92,19.06,7,0.92,18029,High,Edge,5
TASK_1600,6795,3,2,377.06,56.01,59.76,16,0.916,6412,Low,Hybrid,1
TASK_1601,2212,4,0,1251.79,37.53,47.09,8,0.834,5652,Low,Cloud,2
TASK_1602,5203,3,3,3346.58,21.58,39.8,11,0.833,7834,Low,Hybrid,5
TASK_1603,7063,2,0,4441.36,85.44,21.77,18,0.85,5451,High,Edge,3
TASK_1604,9965,1,3,2299.71,50.01,57.2,3,0.837,8084,Low,Edge,4
TASK_1605,6131,2,2,3034.87,84.64,50.93,10,0.693,13862,Low,Cloud,1
TASK_1606,1894,5,0,942.5,59.8,22.84,3,0.841,15692,Low,Edge,3
TASK_1607,9961,4,2,4024.83,67.31,60.94,13,0.949,17748,Medium,Edge,4
TASK_1608,5232,3,3,4836.64,78.36,70.35,13,0.666,3655,Medium,Edge,2
TASK_1609,4214,5,2,1342.99,66.03,72.55,5,0.972,8433,Low,Edge,3
TASK_1610,1029,3,0,2474.13,43.83,82.9,16,0.507,2314,High,Cloud,4
TASK_1611,3458,1,0,430.58,53.66,45.71,1,0.675,15902,High,Cloud,1
TASK_1612,8404,1,2,2795.68,78.26,86.48,7,0.566,6272,Low,Cloud,4
TASK_1613,4091,1,1,2513.92,41.76,79.91,3,0.563,1218,High,Cloud,5
TASK_1614,7395,3,3,722.18,42.99,37.24,9,0.908,5703,Medium,Cloud,1
TASK_1615,9631,5,3,2210.33,18.13,26.95,6,0.959,16994,Low,Cloud,3
TASK_1616,1025,1,2,1670.52,87.74,47.65,3,0.889,2539,Low,Cloud,2
TASK_1617,6977,5,1,2609.15,17.74,45.14,15,0.988,14145,Medium,Edge,1
TASK_1618,501,3,0,2928.27,65.1,58.18,13,0.608,18986,Medium,Cloud,1
TASK_1619,874,5,4,42.48,45.12,58.75,15,0.57,6064,Low,Hybrid,1
TASK_1620,5148,3,4,3805.03,44.48,71.25,8,0.76,14788,High,Edge,4
TASK_1621,2865,3,2,3565.07,67.76,53.24,3,0.915,18489,Medium,Edge,5
TASK_1622,2025,4,1,1831.43,15.7,22.86,5,0.52,12603,Medium,Cloud,2
TASK_1623,2146,3,1,264.68,60.46,79.37,0,0.998,3488,Low,Edge,2
TASK_1624,513,3,3,3774.66,75.62,38.23,6,0.801,19802,Medium,Edge,5
TASK_1625,5099,2,0,4775.88,80.4,87.85,0,0.989,17411,Medium,Hybrid,4
TASK_1626,2778,1,1,1200.76,24.5,23.84,18,0.683,9207,Medium,Edge,4
TASK_1627,3655,4,4,1617.62,86.28,86.87,7,0.729,13770,High,Edge,5
TASK_1628,8821,4,0,919.06,65.77,21.83,2,0.876,8977,High,Hybrid,5
TASK_1629,4314,4,0,2884.68,84.96,32.33,0,0.896,5661,Medium,Cloud,3
TASK_1630,3716,2,2,774.21,51.25,18.49,0,0.617,5549,Medium,Cloud,4
TASK_1631,8719,3,1,1780.97,56.07,67.88,6,0.965,16029,High,Edge,1
TASK_1632,2613,1,2,3485.07,88.12,78.77,12,0.934,5973,Medium,Cloud,2
TASK_1633,9944,5,1,2800.58,86.49,47.56,0,0.509,9436,Low,Cloud,4
TASK_1634,4856,3,3,1932.31,48.09,84.64,15,0.564,11086,Medium,Edge,5
TASK_1635,6043,2,2,2101.25,33.33,59.27,13,0.748,18740,Low,Cloud,1
TASK_1636,5055,3,2,2810.55,43.42,62.25,3,0.73,7964,High,Edge,3
TASK_1637,7562,3,4,29.32,42.96,78.41,11,0.854,15842,Medium,Hybrid,3
TASK_1638,3874,2,2,392.55,34.38,37.26,11,0.545,2745,Medium,Cloud,1
TASK_1639,6930,4,1,4406.29,32.83,41.57,16,0.822,13697,Low,Cloud,1
TASK_1640,3966,4,4,389.39,83.19,82.95,14,0.808,4879,Medium,Cloud,5
TASK_1641,3581,1,2,3534.02,15.94,82.57,9,0.617,19499,High,Cloud,5
TASK_1642,1129,1,2,4600.19,67.6,88.24,2,0.771,3267,Low,Cloud,2
TASK_1643,769,4,3,1353.42,24.69,82.64,19,0.611,19651,Medium,Cloud,2
TASK_1644,6224,5,2,1852.46,39.28,24.55,19,0.573,10688,High,Cloud,3
TASK_1645,6397,3,0,2844.61,15.23,76.78,11,0.787,16065,Medium,Cloud,1
TASK_1646,3932,5,4,4408.54,32.95,45.74,0,0.989,11988,Medium,Edge,3
TASK_1647,9972,3,0,4709.53,75.32,89.31,0,0.618,5481,Medium,Hybrid,5
TASK_1648,6776,4,4,3697.82,85.23,50.42,9,0.678,1929,Medium,Edge,4
TASK_1649,6395,1,3,433.1,28.83,56.54,17,0.628,8773,Low,Edge,5
TASK_1650,7615,1,2,3345.77,49.4,54.73,14,0.633,4324,Low,Cloud,4
TASK_1651,7156,5,2,2051.52,49.98,39.13,1,0.702,5587,Medium,Edge,1
TASK_1652,1075,1,2,2353.5,84.25,20.63,16,0.851,1356,High,Cloud,1
TASK_1653,7529,4,4,245.74,74.84,82.17,7,0.519,16787,Low,Cloud,1
TASK_1654,6599,5,2,955.31,53.61,75.2,8,0.979,6499,Low,Hybrid,2
TASK_1655,9999,3,0,3952.57,67.01,25.46,19,0.523,4841,Medium,Cloud,2
TASK_1656,3692,1,2,2269.79,82.03,73.26,10,0.941,13122,High,Cloud,4
TASK_1657,3678,2,3,1508.31,10.81,61.94,5,0.947,14409,Low,Hybrid,3
TASK_1658,6552,1,0,1920.1,44.25,45.69,13,0.762,8059,High,Hybrid,3
TASK_1659,3234,3,2,4272.0,87.12,34.05,0,0.568,1665,Low,Cloud,4
TASK_1660,6616,5,2,3745.0,72.93,79.48,6,0.783,11220,High,Cloud,2
TASK_1661,4068,3,1,1361.58,56.14,67.51,8,0.814,11774,Medium,Edge,5
TASK_1662,2703,2,4,587.51,55.02,56.08,10,0.929,1553,Medium,Edge,4
TASK_1663,1890,4,0,1259.99,39.56,60.72,15,0.775,14860,Medium,Cloud,3
TASK_1664,2242,1,1,4603.78,54.24,21.83,18,0.705,8045,High,Edge,4
TASK_1665,2425,5,3,2907.94,65.71,50.54,1,0.919,10380,Low,Hybrid,4
TASK_1666,1119,4,4,2667.4,45.56,29.53,14,0.99,1149,Low,Cloud,1
TASK_1667,1774,3,0,2981.97,70.7,30.63,2,0.823,17373,Medium,Hybrid,2
TASK_1668,1456,5,2,1830.14,83.2,64.6,3,0.937,14343,High,Hybrid,1
TASK_1669,2439,4,0,4035.54,23.15,83.34,19,0.799,3853,High,Cloud,2
TASK_1670,4453,5,2,2616.43,48.38,45.28,6,0.845,11128,Medium,Edge,4
TASK_1671,1468,2,4,583.74,44.68,30.58,11,0.844,13580,Medium,Cloud,2
TASK_1672,9735,2,2,645.33,68.43,63.66,3,0.852,16254,Low,Edge,3
TASK_1673,781,1,3,2684.3,31.24,80.34,9,0.661,3736,High,Edge,1
TASK_1674,6762,1,2,4682.85,64.42,71.12,5,0.788,1956,High,Cloud,4
TASK_1675,1558,2,3,1541.76,84.59,80.16,13,0.797,12440,Medium,Edge,3
TASK_1676,4793,5,4,4347.71,45.54,55.24,2,0.658,6180,Medium,Hybrid,2
TASK_1677,5678,2,4,3820.48,87.44,71.39,16,0.675,9607,High,Cloud,2
TASK_1678,7480,1,0,1239.06,94.42,25.5,10,0.881,12646,High,Cloud,3
TASK_1679,9700,2,3,181.7,19.02,41.12,9,0.791,15342,Medium,Cloud,2
TASK_1680,1729,2,3,509.24,29.81,44.22,9,0.575,6013,Medium,Edge,1
TASK_1681,9727,5,1,3642.47,90.78,53.35,9,0.919,1084,Medium,Hybrid,5
TASK_1682,5085,4,1,998.35,91.46,84.68,2,0.942,2935,Medium,Hybrid,2
TASK_1683,8967,1,1,1856.35,18.31,80.57,14,0.733,10608,Medium,Cloud,4
TASK_1684,3240,5,2,2508.5,11.27,25.09,16,0.604,10262,Medium,Edge,2
TASK_1685,2789,2,1,3627.34,23.69,27.96,17,0.974,12604,Medium,Cloud,4
TASK_1686,1739,2,3,566.16,94.66,41.82,18,0.941,10713,Medium,Cloud,2
TASK_1687,5870,4,2,2031.83,25.3,36.81,18,0.622,18885,Medium,Edge,2
TASK_1688,625,1,4,2425.36,52.72,61.11,11,0.548,3473,Low,Edge,4
TASK_1689,7973,1,0,2704.14,82.12,82.71,4,0.72,1735,High,Edge,1
TASK_1690,9900,3,1,4091.8,11.73,87.17,15,0.838,3838,Medium,Hybrid,5
TASK_1691,5842,1,4,858.39,61.38,64.02,14,0.588,3562,Low,Edge,5
TASK_1692,7851,4,3,4039.16,33.55,77.86,14,0.757,14440,Medium,Edge,1
TASK_1693,7138,3,0,3464.39,83.3,54.39,5,0.713,4906,High,Cloud,2
TASK_1694,7070,3,4,2779.35,34.09,30.62,11,0.945,2272,High,Hybrid,5
TASK_1695,3749,2,0,3497.64,68.37,54.35,1,0.715,5836,Medium,Edge,1
TASK_1696,9610,2,1,2060.09,67.31,56.63,19,0.767,2862,High,Hybrid,1
TASK_1697,8095,1,3,691.99,28.83,70.68,8,0.978,5226,Low,Cloud,5
TASK_1698,6794,3,0,3328.83,12.96,31.49,3,0.65,13610,High,Edge,4
TASK_1699,7027,2,4,2623.36,44.79,42.62,4,0.644,10014,Low,Edge,3
TASK_1700,6257,4,1,3196.87,34.58,42.3,7,0.9,17926,Low,Cloud,4
TASK_1701,2469,2,1,1689.99,78.76,86.96,9,0.639,7209,Medium,Edge,2
TASK_1702,1391,2,4,4534.33,78.03,48.3,6,0.916,11270,Medium,Hybrid,4
TASK_1703,4970,3,4,2936.85,48.85,71.63,13,0.548,18268,Medium,Cloud,3
TASK_1704,7675,3,0,427.01,61.55,71.31,4,0.556,4649,High,Cloud,3
TASK_1705,8820,5,2,2249.02,61.36,34.92,15,0.951,15126,High,Edge,1
TASK_1706,9706,4,1,3781.78,80.31,57.89,14,0.77,17073,Medium,Cloud,2
TASK_1707,7312,3,0,3970.67,46.13,82.07,4,0.859,4666,Medium,Edge,1
TASK_1708,8019,1,4,2472.99,33.41,50.64,2,0.613,14357,Low,Edge,4
TASK_1709,5112,4,0,4473.74,32.53,85.88,9,0.583,16448,Low,Cloud,4
TASK_1710,1698,4,4,1338.34,55.58,31.08,4,0.917,10913,Medium,Hybrid,5
TASK_1711,5738,3,3,2052.99,48.18,20.56,14,0.679,9566,Low,Edge,1
TASK_1712,6589,4,4,4492.98,47.41,81.86,17,0.728,16605,High,Hybrid,1
TASK_1713,6757,3,4,4481.28,17.75,78.58,7,0.514,1557,Medium,Edge,1
TASK_1714,8205,2,4,3428.56,71.08,89.44,1,0.693,10472,Low,Hybrid,1
TASK_1715,4219,5,2,4294.9,28.17,65.95,7,0.885,12615,Medium,Cloud,3
TASK_1716,802,2,4,443.87,26.74,85.25,7,0.911,7040,Low,Cloud,5
TASK_1717,1486,3,1,4324.97,45.08,77.02,3,0.849,14884,Medium,Cloud,2
TASK_1718,4940,3,1,1603.1,29.36,78.33,18,0.846,2128,High,Cloud,2
TASK_1719,5409,2,0,891.66,59.63,57.69,17,0.753,18744,Medium,Hybrid,2
TASK_1720,3572,1,2,1196.85,41.57,43.68,0,0.769,10292,Low,Edge,3
TASK_1721,3624,1,0,2089.84,48.16,85.09,19,0.871,6349,High,Hybrid,5
TASK_1722,8625,1,1,1255.96,55.66,47.41,14,0.624,13319,Low,Cloud,5
TASK_1723,3791,3,1,1602.84,27.3,55.41,17,0.616,10823,High,Cloud,3
TASK_1724,4533,4,3,674.89,23.24,48.46,11,0.975,1057,Medium,Hybrid,1
TASK_1725,5605,3,4,1480.88,84.84,57.36,0,0.514,9503,Medium,Cloud,4
TASK_1726,1203,4,1,2861.42,46.87,50.29,6,0.57,11193,High,Edge,1
TASK_1727,8633,2,0,2209.27,45.03,18.6,18,0.785,6493,High,Cloud,2
TASK_1728,1074,5,0,1733.59,13.03,81.15,0,0.869,4877,Low,Hybrid,1
TASK_1729,6204,4,4,3732.26,52.33,48.33,6,0.769,3282,Low,Edge,3
TASK_1730,8348,1,4,4467.55,57.1,59.17,1,0.678,12375,High,Edge,2
TASK_1731,5708,3,3,3783.95,57.5,25.44,6,0.989,2431,Low,Cloud,4
TASK_1732,7424,2,2,1660.0,70.1,15.25,18,0.852,13526,Medium,Edge,2
TASK_1733,4328,1,0,3722.21,25.09,33.4,12,0.916,2775,High,Hybrid,1
TASK_1734,3730,2,4,759.9,31.44,67.84,4,0.52,12351,Medium,Hybrid,5
TASK_1735,988,5,0,651.59,78.91,22.44,18,0.618,15639,High,Cloud,5
TASK_1736,7614,3,4,1728.14,90.51,83.17,0,0.687,5385,High,Cloud,5
TASK_1737,3673,3,1,4038.51,21.55,31.13,0,0.591,16203,Medium,Cloud,2
TASK_1738,2167,5,0,1231.74,52.3,30.34,17,0.536,4974,High,Cloud,5
TASK_1739,4614,3,1,316.27,28.2,28.61,0,0.613,6905,Medium,Edge,3
TASK_1740,4053,4,0,658.55,15.11,16.05,4,0.767,5465,Medium,Cloud,4
TASK_1741,8261,2,2,4293.72,37.67,72.89,8,0.848,7945,Medium,Cloud,5
TASK_1742,1500,1,3,3168.92,22.21,80.63,11,0.887,12058,High,Edge,3
TASK_1743,9542,5,1,1266.01,70.34,61.06,8,0.521,13636,High,Edge,3
TASK_1744,1888,4,4,2776.48,55.37,29.11,17,0.714,3302,Low,Edge,2
TASK_1745,5950,1,2,2637.9,22.23,36.4,10,0.561,5966,Medium,Hybrid,2
TASK_1746,4212,1,0,3277.18,10.79,50.69,0,0.716,14447,High,Cloud,4
TASK_1747,1867,5,1,1165.94,78.69,86.58,18,0.717,19426,Medium,Edge,4
TASK_1748,8689,4,0,4322.01,24.98,33.55,9,0.749,15162,Low,Cloud,1
TASK_1749,9513,1,0,1546.84,61.53,69.87,1,0.946,17058,Medium,Cloud,4
TASK_1750,954,1,0,3470.66,38.64,47.96,6,0.903,9714,High,Cloud,2
TASK_1751,3272,4,3,80.62,59.77,37.34,19,0.818,11899,High,Cloud,3
TASK_1752,4226,3,3,1863.29,36.83,49.19,1,0.943,3998,High,Cloud,1
TASK_1753,7732,1,4,1758.55,17.39,20.34,18,0.839,1909,Low,Cloud,4
TASK_1754,5306,2,1,2717.42,28.95,74.9,5,0.909,13729,High,Hybrid,3
TASK_1755,2690,4,2,363.68,25.98,33.25,9,0.782,2880,Medium,Edge,2
TASK_1756,9608,1,2,3950.66,46.38,69.41,8,0.763,13497,High,Hybrid,5
TASK_1757,3375,5,2,1088.9,65.95,20.13,7,0.862,19944,Medium,Edge,1
TASK_1758,6092,2,0,3385.19,32.42,86.63,10,0.51,8527,Low,Cloud,3
TASK_1759,1940,1,3,4016.06,11.03,29.48,8,0.845,6696,Medium,Cloud,2
TASK_1760,9427,2,1,2809.38,54.11,81.21,19,0.967,4072,Low,Cloud,2
TASK_1761,6559,2,0,3704.42,61.49,75.71,19,0.857,13018,High,Cloud,1
TASK_1762,7510,3,3,3309.3,91.84,87.59,8,0.518,5476,High,Edge,1
TASK_1763,7617,2,3,1777.65,60.11,50.84,7,0.689,12067,Medium,Edge,4
TASK_1764,9653,3,1,4044.29,50.05,69.55,14,0.905,5489,High,Cloud,4
TASK_1765,3489,4,1,1473.51,58.74,42.8,1,0.979,17219,Medium,Cloud,1
TASK_1766,9718,3,1,2856.06,88.87,28.83,0,0.685,15367,High,Cloud,1
TASK_1767,6728,5,0,3726.99,80.41,48.23,8,0.921,7855,High,Cloud,3
TASK_1768,6971,1,4,1894.78,37.45,27.43,8,0.932,4097,High,Cloud,4
TASK_1769,3363,4,1,1513.84,30.17,88.65,12,0.562,12817,Medium,Edge,2
TASK_1770,1677,4,4,2296.73,32.32,22.22,7,0.923,2084,Medium,Cloud,4
TASK_1771,5260,5,0,4089.82,52.88,59.19,4,0.662,1552,High,Edge,4
TASK_1772,511,3,4,4649.61,73.24,61.98,2,0.797,2153,Low,Cloud,1
TASK_1773,5752,1,2,2725.42,52.77,55.36,3,0.769,19629,High,Cloud,1
TASK_1774,4899,3,4,3307.33,15.76,64.66,16,0.832,19070,High,Hybrid,4
TASK_1775,8734,2,1,4516.37,71.5,23.71,15,0.87,18077,Medium,Edge,5
TASK_1776,9635,3,0,492.73,78.51,56.63,15,0.72,9689,High,Cloud,5
TASK_1777,5945,4,1,1160.39,34.61,36.54,19,0.944,14483,High,Hybrid,4
TASK_1778,7070,1,2,3544.5,66.45,85.51,2,0.905,16034,Medium,Cloud,5
TASK_1779,9696,3,1,4118.72,46.26,72.16,5,0.893,13159,Medium,Cloud,4
TASK_1780,8712,1,1,4285.15,85.58,87.94,0,0.729,1805,High,Edge,1
TASK_1781,906,1,1,2075.54,81.84,17.82,15,0.519,1920,Medium,Edge,1
TASK_1782,9706,2,3,446.7,54.66,36.38,14,0.746,14162,Low,Cloud,1
TASK_1783,4931,2,2,2188.91,68.78,29.66,6,0.949,2443,High,Cloud,2
TASK_1784,5743,4,1,1153.67,85.08,15.84,1,0.595,8048,Medium,Hybrid,1
TASK_1785,7042,5,1,1455.98,52.14,33.17,9,0.991,14707,High,Cloud,1
TASK_1786,7436,1,1,3861.34,36.63,65.91,14,0.904,18929,Low,Cloud,4
TASK_1787,9406,5,0,377.64,74.06,32.33,5,0.855,2210,Low,Edge,5
TASK_1788,4646,4,3,4137.91,28.71,53.18,1,0.839,17004,High,Hybrid,5
TASK_1789,640,1,0,2138.35,43.03,81.59,16,0.794,11272,Low,Cloud,1
TASK_1790,5382,1,3,2980.32,83.59,67.03,0,0.86,7212,High,Edge,1
TASK_1791,6512,5,1,448.26,71.58,44.6,0,0.711,11340,High,Edge,1
TASK_1792,1463,3,2,1686.8,44.32,42.94,3,0.923,10700,High,Cloud,4
TASK_1793,7651,2,4,448.5,28.25,49.18,19,0.848,18297,Low,Edge,4
TASK_1794,9064,3,4,4807.72,40.26,28.28,15,0.886,9581,Medium,Hybrid,4
TASK_1795,4110,5,1,4036.31,34.15,62.55,7,0.896,14045,High,Cloud,5
TASK_1796,7394,2,0,2298.16,24.97,42.31,0,0.546,3570,Medium,Cloud,2
TASK_1797,7811,3,2,1118.01,73.18,78.93,18,0.528,3779,Medium,Hybrid,5
TASK_1798,605,2,3,4667.28,31.43,71.74,10,0.9,19360,Medium,Edge,4
TASK_1799,6039,1,1,1722.98,48.6,60.79,16,0.63,12628,Low,Cloud,3
TASK_1800,7287,3,2,804.92,42.8,42.32,9,0.791,18178,High,Edge,2
TASK_1801,2637,2,2,2815.82,93.48,30.74,11,0.722,2722,High,Edge,1
TASK_1802,4945,2,3,4718.87,43.24,73.21,8,0.511,14885,High,Edge,5
TASK_1803,4030,2,2,19.15,16.8,51.48,6,0.52,18282,Medium,Hybrid,2
TASK_1804,1786,3,0,1190.62,17.64,31.86,11,0.914,1102,High,Cloud,3
TASK_1805,7552,4,0,4692.24,60.21,29.64,14,0.804,14262,Low,Cloud,2
TASK_1806,4154,3,0,855.43,60.95,27.41,7,0.762,8453,Medium,Edge,5
TASK_1807,7602,5,2,566.22,45.59,73.29,16,0.972,10639,Medium,Cloud,4
TASK_1808,2859,3,0,2850.94,46.71,32.17,4,0.587,13406,High,Edge,1
TASK_1809,8605,2,3,4309.22,14.58,54.5,13,0.629,19416,High,Cloud,4
TASK_1810,9136,1,2,2385.55,53.91,48.87,1,0.878,13224,High,Cloud,4
TASK_1811,6941,3,4,4972.82,52.9,58.47,15,0.888,7172,High,Edge,5
TASK_1812,5547,3,2,3395.86,22.71,80.79,16,0.702,12252,High,Edge,4
TASK_1813,8727,2,3,370.37,18.83,80.08,2,0.975,18918,Low,Edge,4
TASK_1814,5703,1,4,4964.16,20.5,48.83,0,0.969,8197,High,Edge,5
TASK_1815,2298,1,2,2039.47,18.59,16.15,17,0.506,14677,Medium,Cloud,5
TASK_1816,5791,5,0,1437.01,61.83,46.98,17,0.586,12039,Medium,Cloud,3
